timestamp (UTC),sensor elev. (ft NAVD88),road elev. (ft NAVD88),water level (ft NAVD88),water level (ft above or below road elev.)
10/03/2024 05:15,1.22,3.05,1.31,-1.74
10/03/2024 05:21,1.22,3.05,1.31,-1.74
10/03/2024 05:27,1.22,3.05,1.31,-1.74
10/03/2024 05:33,1.22,3.05,1.31,-1.74
10/03/2024 05:39,1.22,3.05,1.31,-1.74
10/03/2024 05:45,1.22,3.05,1.31,-1.74
10/03/2024 05:51,1.22,3.05,1.31,-1.74
10/03/2024 05:57,1.22,3.05,1.31,-1.74
10/03/2024 06:03,1.22,3.05,1.31,-1.74
10/03/2024 06:09,1.22,3.05,1.31,-1.74
10/03/2024 06:15,1.22,3.05,1.32,-1.73
10/03/2024 06:21,1.22,3.05,1.32,-1.73
10/03/2024 06:27,1.22,3.05,1.32,-1.73
10/03/2024 06:33,1.22,3.05,1.32,-1.73
10/03/2024 06:39,1.22,3.05,1.31,-1.74
10/03/2024 06:45,1.22,3.05,1.31,-1.74
10/03/2024 06:51,1.22,3.05,1.31,-1.74
10/03/2024 06:57,1.22,3.05,1.31,-1.74
10/03/2024 07:03,1.22,3.05,1.31,-1.74
10/03/2024 07:09,1.22,3.05,1.31,-1.74
10/03/2024 07:15,1.22,3.05,1.3,-1.75
10/03/2024 07:21,1.22,3.05,1.31,-1.74
10/03/2024 07:27,1.22,3.05,1.31,-1.74
10/03/2024 07:28,1.22,3.05,1.33,-1.72
10/03/2024 07:33,1.22,3.05,1.32,-1.73
10/03/2024 07:39,1.22,3.05,1.31,-1.74
10/03/2024 07:45,1.22,3.05,1.31,-1.74
10/03/2024 07:51,1.22,3.05,1.31,-1.74
10/03/2024 07:57,1.22,3.05,1.3,-1.75
10/03/2024 08:03,1.22,3.05,1.3,-1.75
10/03/2024 08:09,1.22,3.05,1.3,-1.75
10/03/2024 08:15,1.22,3.05,1.3,-1.75
10/03/2024 08:21,1.22,3.05,1.3,-1.75
10/03/2024 08:27,1.22,3.05,1.31,-1.74
10/03/2024 08:33,1.22,3.05,1.3,-1.75
10/03/2024 08:39,1.22,3.05,1.3,-1.75
10/03/2024 08:45,1.22,3.05,1.3,-1.75
10/03/2024 08:51,1.22,3.05,1.3,-1.75
10/03/2024 08:57,1.22,3.05,1.3,-1.75
10/03/2024 09:03,1.22,3.05,1.3,-1.75
10/03/2024 09:09,1.22,3.05,1.3,-1.75
10/03/2024 09:15,1.22,3.05,1.3,-1.75
10/03/2024 09:21,1.22,3.05,1.3,-1.75
10/03/2024 09:27,1.22,3.05,1.29,-1.76
10/03/2024 09:33,1.22,3.05,1.29,-1.76
10/03/2024 09:39,1.22,3.05,1.29,-1.76
10/03/2024 09:45,1.22,3.05,1.29,-1.76
10/03/2024 09:51,1.22,3.05,1.29,-1.76
10/03/2024 09:57,1.22,3.05,1.29,-1.76
10/03/2024 10:03,1.22,3.05,1.29,-1.76
10/03/2024 10:09,1.22,3.05,1.29,-1.76
10/03/2024 10:15,1.22,3.05,1.29,-1.76
10/03/2024 10:21,1.22,3.05,1.29,-1.76
10/03/2024 10:27,1.22,3.05,1.29,-1.76
10/03/2024 10:33,1.22,3.05,1.29,-1.76
10/03/2024 10:39,1.22,3.05,1.29,-1.76
10/03/2024 10:45,1.22,3.05,1.28,-1.77
10/03/2024 10:51,1.22,3.05,1.28,-1.77
10/03/2024 10:57,1.22,3.05,1.26,-1.79
10/03/2024 11:03,1.22,3.05,1.25,-1.8
10/03/2024 11:09,1.22,3.05,1.31,-1.74
10/03/2024 11:15,1.22,3.05,1.37,-1.68
10/03/2024 11:21,1.22,3.05,1.42,-1.63
10/03/2024 11:27,1.22,3.05,1.49,-1.56
10/03/2024 11:33,1.22,3.05,1.56,-1.49
10/03/2024 11:39,1.22,3.05,1.65,-1.4
10/03/2024 11:45,1.22,3.05,1.73,-1.32
10/03/2024 11:51,1.22,3.05,1.85,-1.2
10/03/2024 11:57,1.22,3.05,1.97,-1.08
10/03/2024 12:03,1.22,3.05,2.08,-0.97
10/03/2024 12:09,1.22,3.05,2.22,-0.83
10/03/2024 12:15,1.22,3.05,2.36,-0.69
10/03/2024 12:21,1.22,3.05,2.45,-0.6
10/03/2024 12:27,1.22,3.05,2.55,-0.5
10/03/2024 12:33,1.22,3.05,2.63,-0.42
10/03/2024 12:39,1.22,3.05,2.67,-0.38
10/03/2024 12:45,1.22,3.05,2.73,-0.32
10/03/2024 12:51,1.22,3.05,2.79,-0.26
10/03/2024 12:57,1.22,3.05,2.86,-0.19
10/03/2024 13:03,1.22,3.05,2.89,-0.16
10/03/2024 13:09,1.22,3.05,2.91,-0.14
10/03/2024 13:15,1.22,3.05,2.93,-0.12
10/03/2024 13:21,1.22,3.05,2.93,-0.12
10/03/2024 13:27,1.22,3.05,3.06,0.01
10/03/2024 13:33,1.22,3.05,3.16,0.11
10/03/2024 13:39,1.22,3.05,3.23,0.18
10/03/2024 13:45,1.22,3.05,3.27,0.22
10/03/2024 13:51,1.22,3.05,3.3,0.25
10/03/2024 13:57,1.22,3.05,3.32,0.27
10/03/2024 14:03,1.22,3.05,3.35,0.3
10/03/2024 14:09,1.22,3.05,3.36,0.31
10/03/2024 14:15,1.22,3.05,3.36,0.31
10/03/2024 14:21,1.22,3.05,3.37,0.32
10/03/2024 14:27,1.22,3.05,3.38,0.33
10/03/2024 14:33,1.22,3.05,3.37,0.32
10/03/2024 14:39,1.22,3.05,3.38,0.33
10/03/2024 14:45,1.22,3.05,3.37,0.32
10/03/2024 14:51,1.22,3.05,3.38,0.33
10/03/2024 14:57,1.22,3.05,3.34,0.29
10/03/2024 15:03,1.22,3.05,3.3,0.25
10/03/2024 15:09,1.22,3.05,3.22,0.17
10/03/2024 15:15,1.22,3.05,3.14,0.09
10/03/2024 15:21,1.22,3.05,2.98,-0.07
10/03/2024 15:27,1.22,3.05,2.62,-0.43
10/03/2024 15:28,1.22,3.05,2.63,-0.42
10/03/2024 15:33,1.22,3.05,2.55,-0.5
10/03/2024 15:39,1.22,3.05,2.47,-0.58
10/03/2024 15:45,1.22,3.05,2.39,-0.66
10/03/2024 15:51,1.22,3.05,2.29,-0.76
10/03/2024 15:57,1.22,3.05,2.23,-0.82
10/03/2024 16:03,1.22,3.05,2.17,-0.88
10/03/2024 16:09,1.22,3.05,2.11,-0.94
10/03/2024 16:15,1.22,3.05,2.05,-1
10/03/2024 16:21,1.22,3.05,1.97,-1.08
10/03/2024 16:27,1.22,3.05,1.9,-1.15
10/03/2024 16:33,1.22,3.05,1.82,-1.23
10/03/2024 16:39,1.22,3.05,1.75,-1.3
10/03/2024 16:45,1.22,3.05,1.69,-1.36
10/03/2024 16:51,1.22,3.05,1.62,-1.43
10/03/2024 16:57,1.22,3.05,1.57,-1.48
10/03/2024 17:03,1.22,3.05,1.49,-1.56
10/03/2024 17:09,1.22,3.05,1.43,-1.62
10/03/2024 17:15,1.22,3.05,1.35,-1.7
10/03/2024 17:21,1.22,3.05,1.3,-1.75
10/03/2024 17:27,1.22,3.05,1.29,-1.76
10/03/2024 17:33,1.22,3.05,1.29,-1.76
10/03/2024 17:39,1.22,3.05,1.29,-1.76
10/03/2024 17:45,1.22,3.05,1.3,-1.75
10/03/2024 17:51,1.22,3.05,1.3,-1.75
10/03/2024 17:57,1.22,3.05,1.3,-1.75
10/03/2024 18:03,1.22,3.05,1.29,-1.76
10/03/2024 18:09,1.22,3.05,1.29,-1.76
10/03/2024 18:15,1.22,3.05,1.29,-1.76
10/03/2024 18:21,1.22,3.05,1.29,-1.76
10/03/2024 18:27,1.22,3.05,1.29,-1.76
10/03/2024 18:33,1.22,3.05,1.28,-1.77
10/03/2024 18:39,1.22,3.05,1.28,-1.77
10/03/2024 18:45,1.22,3.05,1.27,-1.78
10/03/2024 18:51,1.22,3.05,1.27,-1.78
10/03/2024 18:57,1.22,3.05,1.26,-1.79
10/03/2024 19:03,1.22,3.05,1.25,-1.8
10/03/2024 19:09,1.22,3.05,1.24,-1.81
10/03/2024 19:15,1.22,3.05,1.23,-1.82
10/03/2024 19:21,1.22,3.05,1.21,-1.84
10/03/2024 19:27,1.22,3.05,1.2,-1.85
10/03/2024 19:33,1.22,3.05,1.19,-1.86
10/03/2024 19:39,1.22,3.05,1.2,-1.85
10/03/2024 19:45,1.22,3.05,1.21,-1.84
10/03/2024 19:51,1.22,3.05,1.2,-1.85
10/03/2024 19:57,1.22,3.05,1.24,-1.81
10/03/2024 20:03,1.22,3.05,1.2,-1.85
10/03/2024 20:09,1.22,3.05,1.23,-1.82
10/03/2024 20:15,1.22,3.05,1.22,-1.83
10/03/2024 20:21,1.22,3.05,1.23,-1.82
10/03/2024 20:27,1.22,3.05,1.23,-1.82
10/03/2024 20:33,1.22,3.05,1.24,-1.81
10/03/2024 20:39,1.22,3.05,1.26,-1.79
10/03/2024 20:45,1.22,3.05,1.29,-1.76
10/03/2024 20:51,1.22,3.05,1.29,-1.76
10/03/2024 20:57,1.22,3.05,1.3,-1.75
10/03/2024 21:03,1.22,3.05,1.3,-1.75
10/03/2024 21:09,1.22,3.05,1.3,-1.75
10/03/2024 21:15,1.22,3.05,1.3,-1.75
10/03/2024 21:21,1.22,3.05,1.29,-1.76
10/03/2024 21:27,1.22,3.05,1.29,-1.76
10/03/2024 21:33,1.22,3.05,1.29,-1.76
10/03/2024 21:39,1.22,3.05,1.29,-1.76
10/03/2024 21:45,1.22,3.05,1.29,-1.76
10/03/2024 21:51,1.22,3.05,1.29,-1.76
10/03/2024 21:57,1.22,3.05,1.29,-1.76
10/03/2024 22:03,1.22,3.05,1.29,-1.76
10/03/2024 22:09,1.22,3.05,1.29,-1.76
10/03/2024 22:15,1.22,3.05,1.29,-1.76
10/03/2024 22:21,1.22,3.05,1.29,-1.76
10/03/2024 22:27,1.22,3.05,1.29,-1.76
10/03/2024 22:33,1.22,3.05,1.29,-1.76
10/03/2024 22:39,1.22,3.05,1.29,-1.76
10/03/2024 22:45,1.22,3.05,1.29,-1.76
10/03/2024 22:51,1.22,3.05,1.29,-1.76
10/03/2024 22:57,1.22,3.05,1.29,-1.76
10/03/2024 23:03,1.22,3.05,1.29,-1.76
10/03/2024 23:09,1.22,3.05,1.28,-1.77
10/03/2024 23:15,1.22,3.05,1.28,-1.77
10/03/2024 23:21,1.22,3.05,1.28,-1.77
10/03/2024 23:27,1.22,3.05,1.28,-1.77
10/03/2024 23:33,1.22,3.05,1.4,-1.65
10/03/2024 23:39,1.22,3.05,1.45,-1.6
10/03/2024 23:45,1.22,3.05,1.51,-1.54
10/03/2024 23:51,1.22,3.05,1.57,-1.48
10/03/2024 23:57,1.22,3.05,1.65,-1.4
10/04/2024 00:03,1.22,3.05,1.73,-1.32
10/04/2024 00:09,1.22,3.05,1.81,-1.24
10/04/2024 00:15,1.22,3.05,1.91,-1.14
10/04/2024 00:21,1.22,3.05,2,-1.05
10/04/2024 00:27,1.22,3.05,2.1,-0.95
10/04/2024 00:33,1.22,3.05,2.21,-0.84
10/04/2024 00:39,1.22,3.05,2.32,-0.73
10/04/2024 00:45,1.22,3.05,2.39,-0.66
10/04/2024 00:51,1.22,3.05,2.44,-0.61
10/04/2024 00:57,1.22,3.05,2.48,-0.57
10/04/2024 01:03,1.22,3.05,2.53,-0.52
10/04/2024 01:09,1.22,3.05,2.57,-0.48
10/04/2024 01:15,1.22,3.05,2.62,-0.43
10/04/2024 01:21,1.22,3.05,2.66,-0.39
10/04/2024 01:27,1.22,3.05,2.73,-0.32
10/04/2024 01:33,1.22,3.05,2.78,-0.27
10/04/2024 01:39,1.22,3.05,2.84,-0.21
10/04/2024 01:45,1.22,3.05,2.88,-0.17
10/04/2024 01:51,1.22,3.05,2.91,-0.14
10/04/2024 01:57,1.22,3.05,2.92,-0.13
10/04/2024 02:03,1.22,3.05,2.93,-0.12
10/04/2024 02:09,1.22,3.05,2.93,-0.12
10/04/2024 02:15,1.22,3.05,2.93,-0.12
10/04/2024 02:21,1.22,3.05,2.93,-0.12
10/04/2024 02:27,1.22,3.05,2.93,-0.12
10/04/2024 02:33,1.22,3.05,2.92,-0.13
10/04/2024 02:39,1.22,3.05,2.85,-0.2
10/04/2024 02:45,1.22,3.05,2.82,-0.23
10/04/2024 02:51,1.22,3.05,2.78,-0.27
10/04/2024 02:57,1.22,3.05,2.74,-0.31
10/04/2024 03:03,1.22,3.05,2.69,-0.36
10/04/2024 03:09,1.22,3.05,2.63,-0.42
10/04/2024 03:15,1.22,3.05,2.58,-0.47
10/04/2024 03:21,1.22,3.05,2.54,-0.51
10/04/2024 03:27,1.22,3.05,2.48,-0.57
10/04/2024 03:33,1.22,3.05,2.43,-0.62
10/04/2024 03:39,1.22,3.05,2.38,-0.67
10/04/2024 03:45,1.22,3.05,2.32,-0.73
10/04/2024 03:51,1.22,3.05,2.28,-0.77
10/04/2024 03:57,1.22,3.05,2.22,-0.83
10/04/2024 04:03,1.22,3.05,2.17,-0.88
10/04/2024 04:09,1.22,3.05,2.13,-0.92
10/04/2024 04:15,1.22,3.05,2.09,-0.96
10/04/2024 04:21,1.22,3.05,2.06,-0.99
10/04/2024 04:27,1.22,3.05,2.03,-1.02
10/04/2024 04:33,1.22,3.05,1.89,-1.16
10/04/2024 04:39,1.22,3.05,1.75,-1.3
10/04/2024 04:45,1.22,3.05,1.67,-1.38
10/04/2024 04:51,1.22,3.05,1.6,-1.45
10/04/2024 04:57,1.22,3.05,1.53,-1.52
10/04/2024 05:03,1.22,3.05,1.48,-1.57
10/04/2024 05:09,1.22,3.05,1.44,-1.61
10/04/2024 05:15,1.22,3.05,1.39,-1.66
10/04/2024 05:21,1.22,3.05,1.33,-1.72
10/04/2024 05:27,1.22,3.05,1.29,-1.76
10/04/2024 05:33,1.22,3.05,1.29,-1.76
10/04/2024 05:39,1.22,3.05,1.29,-1.76
10/04/2024 05:45,1.22,3.05,1.29,-1.76
10/04/2024 05:51,1.22,3.05,1.29,-1.76
10/04/2024 05:57,1.22,3.05,1.3,-1.75
10/04/2024 06:03,1.22,3.05,1.3,-1.75
10/04/2024 06:09,1.22,3.05,1.3,-1.75
10/04/2024 06:15,1.22,3.05,1.3,-1.75
10/04/2024 06:21,1.22,3.05,1.3,-1.75
10/04/2024 06:27,1.22,3.05,1.3,-1.75
10/04/2024 06:33,1.22,3.05,1.29,-1.76
10/04/2024 06:39,1.22,3.05,1.29,-1.76
10/04/2024 06:45,1.22,3.05,1.28,-1.77
10/04/2024 06:51,1.22,3.05,1.28,-1.77
10/04/2024 06:51,1.22,3.05,1.29,-1.76
10/04/2024 06:57,1.22,3.05,1.28,-1.77
10/04/2024 07:03,1.22,3.05,1.27,-1.78
10/04/2024 07:03,1.22,3.05,1.28,-1.77
10/04/2024 07:09,1.22,3.05,1.27,-1.78
10/04/2024 07:15,1.22,3.05,1.26,-1.79
10/04/2024 07:15,1.22,3.05,1.27,-1.78
10/04/2024 07:21,1.22,3.05,1.25,-1.8
10/04/2024 07:27,1.22,3.05,1.25,-1.8
10/04/2024 07:28,1.22,3.05,1.27,-1.78
10/04/2024 07:33,1.22,3.05,1.25,-1.8
10/04/2024 07:33,1.22,3.05,1.24,-1.81
10/04/2024 07:39,1.22,3.05,1.23,-1.82
10/04/2024 07:39,1.22,3.05,1.24,-1.81
10/04/2024 07:45,1.22,3.05,1.22,-1.83
10/04/2024 07:51,1.22,3.05,1.22,-1.83
10/04/2024 07:57,1.22,3.05,1.21,-1.84
10/04/2024 07:57,1.22,3.05,1.22,-1.83
10/04/2024 08:03,1.22,3.05,1.23,-1.82
10/04/2024 08:09,1.22,3.05,1.25,-1.8
10/04/2024 08:15,1.22,3.05,1.24,-1.81
10/04/2024 08:15,1.22,3.05,1.24,-1.81
10/04/2024 08:21,1.22,3.05,1.26,-1.79
10/04/2024 08:27,1.22,3.05,1.25,-1.8
10/04/2024 08:33,1.22,3.05,1.24,-1.81
10/04/2024 08:39,1.22,3.05,1.27,-1.78
10/04/2024 08:45,1.22,3.05,1.25,-1.8
10/04/2024 08:51,1.22,3.05,1.24,-1.81
10/04/2024 08:51,1.22,3.05,1.24,-1.81
10/04/2024 08:57,1.22,3.05,1.26,-1.79
10/04/2024 09:03,1.22,3.05,1.24,-1.81
10/04/2024 09:09,1.22,3.05,1.29,-1.76
10/04/2024 09:09,1.22,3.05,1.3,-1.75
10/04/2024 09:15,1.22,3.05,1.26,-1.79
10/04/2024 09:21,1.22,3.05,1.25,-1.8
10/04/2024 09:27,1.22,3.05,1.31,-1.74
10/04/2024 09:33,1.22,3.05,1.31,-1.74
10/04/2024 09:33,1.22,3.05,1.31,-1.74
10/04/2024 09:39,1.22,3.05,1.31,-1.74
10/04/2024 09:45,1.22,3.05,1.31,-1.74
10/04/2024 09:51,1.22,3.05,1.31,-1.74
10/04/2024 09:51,1.22,3.05,1.31,-1.74
10/04/2024 09:57,1.22,3.05,1.31,-1.74
10/04/2024 10:03,1.22,3.05,1.31,-1.74
10/04/2024 10:09,1.22,3.05,1.31,-1.74
10/04/2024 10:09,1.22,3.05,1.32,-1.73
10/04/2024 10:15,1.22,3.05,1.31,-1.74
10/04/2024 10:21,1.22,3.05,1.31,-1.74
10/04/2024 10:22,1.22,3.05,1.34,-1.71
10/04/2024 10:27,1.22,3.05,1.32,-1.73
10/04/2024 10:33,1.22,3.05,1.31,-1.74
10/04/2024 10:39,1.22,3.05,1.31,-1.74
10/04/2024 10:45,1.22,3.05,1.31,-1.74
10/04/2024 10:51,1.22,3.05,1.31,-1.74
10/04/2024 10:57,1.22,3.05,1.31,-1.74
10/04/2024 11:03,1.22,3.05,1.31,-1.74
10/04/2024 11:09,1.22,3.05,1.3,-1.75
10/04/2024 11:15,1.22,3.05,1.31,-1.74
10/04/2024 11:21,1.22,3.05,1.31,-1.74
10/04/2024 11:27,1.22,3.05,1.31,-1.74
10/04/2024 11:33,1.22,3.05,1.3,-1.75
10/04/2024 11:39,1.22,3.05,1.31,-1.74
10/04/2024 11:45,1.22,3.05,1.43,-1.62
10/04/2024 11:51,1.22,3.05,1.48,-1.57
10/04/2024 11:57,1.22,3.05,1.52,-1.53
10/04/2024 12:03,1.22,3.05,1.59,-1.46
10/04/2024 12:09,1.22,3.05,1.66,-1.39
10/04/2024 12:15,1.22,3.05,1.73,-1.32
10/04/2024 12:21,1.22,3.05,1.8,-1.25
10/04/2024 12:27,1.22,3.05,1.9,-1.15
10/04/2024 12:33,1.22,3.05,1.99,-1.06
10/04/2024 12:39,1.22,3.05,2.09,-0.96
10/04/2024 12:45,1.22,3.05,2.16,-0.89
10/04/2024 12:51,1.22,3.05,2.27,-0.78
10/04/2024 12:57,1.22,3.05,2.36,-0.69
10/04/2024 13:03,1.22,3.05,2.42,-0.63
10/04/2024 13:09,1.22,3.05,2.49,-0.56
10/04/2024 13:15,1.22,3.05,2.59,-0.46
10/04/2024 13:21,1.22,3.05,2.66,-0.39
10/04/2024 13:27,1.22,3.05,2.76,-0.29
10/04/2024 13:33,1.22,3.05,2.83,-0.22
10/04/2024 13:39,1.22,3.05,2.89,-0.16
10/04/2024 13:45,1.22,3.05,2.93,-0.12
10/04/2024 13:51,1.22,3.05,2.95,-0.1
10/04/2024 13:57,1.22,3.05,2.96,-0.09
10/04/2024 14:03,1.22,3.05,2.96,-0.09
10/04/2024 14:09,1.22,3.05,2.96,-0.09
10/04/2024 14:15,1.22,3.05,2.95,-0.1
10/04/2024 14:15,1.22,3.05,2.97,-0.08
10/04/2024 14:21,1.22,3.05,2.97,-0.08
10/04/2024 14:22,1.22,3.05,3,-0.05
10/04/2024 14:27,1.22,3.05,2.98,-0.07
10/04/2024 14:33,1.22,3.05,2.98,-0.07
10/04/2024 14:39,1.22,3.05,2.97,-0.08
10/04/2024 14:45,1.22,3.05,2.97,-0.08
10/04/2024 14:51,1.22,3.05,2.97,-0.08
10/04/2024 14:57,1.22,3.05,2.98,-0.07
10/04/2024 15:03,1.22,3.05,2.97,-0.08
10/04/2024 15:09,1.22,3.05,2.98,-0.07
10/04/2024 15:15,1.22,3.05,2.98,-0.07
10/04/2024 15:21,1.22,3.05,2.98,-0.07
10/04/2024 15:27,1.22,3.05,2.98,-0.07
10/04/2024 15:33,1.22,3.05,2.97,-0.08
10/04/2024 15:39,1.22,3.05,2.95,-0.1
10/04/2024 15:45,1.22,3.05,2.91,-0.14
10/04/2024 15:51,1.22,3.05,2.8,-0.25
10/04/2024 15:57,1.22,3.05,2.71,-0.34
10/04/2024 16:03,1.22,3.05,2.64,-0.41
10/04/2024 16:09,1.22,3.05,2.58,-0.47
10/04/2024 16:15,1.22,3.05,2.51,-0.54
10/04/2024 16:21,1.22,3.05,2.46,-0.59
10/04/2024 16:27,1.22,3.05,2.4,-0.65
10/04/2024 16:33,1.22,3.05,2.35,-0.7
10/04/2024 16:39,1.22,3.05,2.29,-0.76
10/04/2024 16:45,1.22,3.05,2.23,-0.82
10/04/2024 16:46,1.22,3.05,2.25,-0.8
10/04/2024 16:51,1.22,3.05,2.19,-0.86
10/04/2024 16:52,1.22,3.05,2.21,-0.84
10/04/2024 16:57,1.22,3.05,2.16,-0.89
10/04/2024 17:03,1.22,3.05,2.11,-0.94
10/04/2024 17:09,1.22,3.05,2.07,-0.98
10/04/2024 17:15,1.22,3.05,1.86,-1.19
10/04/2024 17:21,1.22,3.05,1.75,-1.3
10/04/2024 17:27,1.22,3.05,1.68,-1.37
10/04/2024 17:33,1.22,3.05,1.62,-1.43
10/04/2024 17:39,1.22,3.05,1.55,-1.5
10/04/2024 17:45,1.22,3.05,1.49,-1.56
10/04/2024 17:51,1.22,3.05,1.46,-1.59
10/04/2024 17:57,1.22,3.05,1.4,-1.65
10/04/2024 18:03,1.22,3.05,1.35,-1.7
10/04/2024 18:09,1.22,3.05,1.31,-1.74
10/04/2024 18:15,1.22,3.05,1.3,-1.75
10/04/2024 18:21,1.22,3.05,1.3,-1.75
10/04/2024 18:27,1.22,3.05,1.31,-1.74
10/04/2024 18:33,1.22,3.05,1.31,-1.74
10/04/2024 18:39,1.22,3.05,1.31,-1.74
10/04/2024 18:45,1.22,3.05,1.31,-1.74
10/04/2024 18:51,1.22,3.05,1.31,-1.74
10/04/2024 18:57,1.22,3.05,1.31,-1.74
10/04/2024 19:03,1.22,3.05,1.3,-1.75
10/04/2024 19:09,1.22,3.05,1.3,-1.75
10/04/2024 19:15,1.22,3.05,1.29,-1.76
10/04/2024 19:21,1.22,3.05,1.29,-1.76
10/04/2024 19:27,1.22,3.05,1.29,-1.76
10/04/2024 19:33,1.22,3.05,1.29,-1.76
10/04/2024 19:39,1.22,3.05,1.28,-1.77
10/04/2024 19:45,1.22,3.05,1.28,-1.77
10/04/2024 19:51,1.22,3.05,1.28,-1.77
10/04/2024 19:57,1.22,3.05,1.28,-1.77
10/04/2024 20:03,1.22,3.05,1.27,-1.78
10/04/2024 20:09,1.22,3.05,1.26,-1.79
10/04/2024 20:15,1.22,3.05,1.24,-1.81
10/04/2024 20:21,1.22,3.05,1.22,-1.83
10/04/2024 20:27,1.22,3.05,1.2,-1.85
10/04/2024 20:33,1.22,3.05,1.2,-1.85
10/04/2024 20:39,1.22,3.05,1.23,-1.82
10/04/2024 20:45,1.22,3.05,1.25,-1.8
10/04/2024 20:51,1.22,3.05,1.23,-1.82
10/04/2024 20:57,1.22,3.05,1.23,-1.82
10/04/2024 21:03,1.22,3.05,1.23,-1.82
10/04/2024 21:09,1.22,3.05,1.25,-1.8
10/04/2024 21:15,1.22,3.05,1.24,-1.81
10/04/2024 21:21,1.22,3.05,1.3,-1.75
10/04/2024 21:27,1.22,3.05,1.3,-1.75
10/04/2024 21:33,1.22,3.05,1.3,-1.75
10/04/2024 21:39,1.22,3.05,1.3,-1.75
10/04/2024 21:45,1.22,3.05,1.3,-1.75
10/04/2024 21:51,1.22,3.05,1.3,-1.75
10/04/2024 21:57,1.22,3.05,1.3,-1.75
10/04/2024 22:03,1.22,3.05,1.3,-1.75
10/04/2024 22:09,1.22,3.05,1.3,-1.75
10/04/2024 22:15,1.22,3.05,1.3,-1.75
10/04/2024 22:21,1.22,3.05,1.3,-1.75
10/04/2024 22:27,1.22,3.05,1.3,-1.75
10/04/2024 22:33,1.22,3.05,1.3,-1.75
10/04/2024 22:39,1.22,3.05,1.3,-1.75
10/04/2024 22:45,1.22,3.05,1.3,-1.75
10/04/2024 22:51,1.22,3.05,1.3,-1.75
10/04/2024 22:57,1.22,3.05,1.3,-1.75
10/04/2024 23:03,1.22,3.05,1.3,-1.75
10/04/2024 23:09,1.22,3.05,1.29,-1.76
10/04/2024 23:15,1.22,3.05,1.3,-1.75
10/04/2024 23:21,1.22,3.05,1.29,-1.76
10/04/2024 23:27,1.22,3.05,1.29,-1.76
10/04/2024 23:33,1.22,3.05,1.3,-1.75
10/04/2024 23:39,1.22,3.05,1.3,-1.75
10/04/2024 23:45,1.22,3.05,1.3,-1.75
10/04/2024 23:51,1.22,3.05,1.3,-1.75
10/04/2024 23:57,1.22,3.05,1.28,-1.77
10/05/2024 00:03,1.22,3.05,1.28,-1.77
10/05/2024 00:09,1.22,3.05,1.28,-1.77
10/05/2024 00:15,1.22,3.05,1.28,-1.77
10/05/2024 00:21,1.22,3.05,1.37,-1.68
10/05/2024 00:27,1.22,3.05,1.41,-1.64
10/05/2024 00:33,1.22,3.05,1.45,-1.6
10/05/2024 00:39,1.22,3.05,1.5,-1.55
10/05/2024 00:45,1.22,3.05,1.55,-1.5
10/05/2024 00:51,1.22,3.05,1.61,-1.44
10/05/2024 00:57,1.22,3.05,1.68,-1.37
10/05/2024 01:03,1.22,3.05,1.74,-1.31
10/05/2024 01:09,1.22,3.05,1.82,-1.23
10/05/2024 01:15,1.22,3.05,1.9,-1.15
10/05/2024 01:21,1.22,3.05,1.97,-1.08
10/05/2024 01:27,1.22,3.05,2.04,-1.01
10/05/2024 01:33,1.22,3.05,2.11,-0.94
10/05/2024 01:39,1.22,3.05,2.19,-0.86
10/05/2024 01:45,1.22,3.05,2.29,-0.76
10/05/2024 01:51,1.22,3.05,2.37,-0.68
10/05/2024 01:57,1.22,3.05,2.41,-0.64
10/05/2024 02:03,1.22,3.05,2.45,-0.6
10/05/2024 02:09,1.22,3.05,2.49,-0.56
10/05/2024 02:15,1.22,3.05,2.53,-0.52
10/05/2024 02:21,1.22,3.05,2.56,-0.49
10/05/2024 02:27,1.22,3.05,2.59,-0.46
10/05/2024 02:33,1.22,3.05,2.59,-0.46
10/05/2024 02:39,1.22,3.05,2.6,-0.45
10/05/2024 02:45,1.22,3.05,2.59,-0.46
10/05/2024 02:51,1.22,3.05,2.56,-0.49
10/05/2024 02:57,1.22,3.05,2.52,-0.53
10/05/2024 03:03,1.22,3.05,2.49,-0.56
10/05/2024 03:09,1.22,3.05,2.44,-0.61
10/05/2024 03:15,1.22,3.05,2.41,-0.64
10/05/2024 03:21,1.22,3.05,2.38,-0.67
10/05/2024 03:27,1.22,3.05,2.34,-0.71
10/05/2024 03:33,1.22,3.05,2.3,-0.75
10/05/2024 03:39,1.22,3.05,2.27,-0.78
10/05/2024 03:45,1.22,3.05,2.23,-0.82
10/05/2024 03:51,1.22,3.05,2.19,-0.86
10/05/2024 03:57,1.22,3.05,2.16,-0.89
10/05/2024 04:03,1.22,3.05,2.13,-0.92
10/05/2024 04:09,1.22,3.05,2.1,-0.95
10/05/2024 04:15,1.22,3.05,2.07,-0.98
10/05/2024 04:21,1.22,3.05,2.03,-1.02
10/05/2024 04:27,1.22,3.05,1.99,-1.06
10/05/2024 04:33,1.22,3.05,1.96,-1.09
10/05/2024 04:39,1.22,3.05,1.88,-1.17
10/05/2024 04:45,1.22,3.05,1.72,-1.33
10/05/2024 04:51,1.22,3.05,1.65,-1.4
10/05/2024 04:57,1.22,3.05,1.59,-1.46
